CASENUM	VEH_NO	WEIGHT	REGION	STRATUM	PJ	PSU	PSUSTRAT	PVE_Forms	PNUMOCCS	PMONTH	PHOUR	PMINUTE	PHARM_EV	PMAN_COLL	PTYPE	PHIT_RUN	PMAKE	PMODEL	PBODYTYP	PMODYEAR	PVIN	PTRAILER	PMCARR_I1	PMCARR_I2	PMCARR_ID	PGVWR	PV_CONFIG	PCARGTYP	PHAZ_INV	PHAZPLAC	PHAZ_ID	PHAZ_CNO	PHAZ_REL	PBUS_USE	PSP_USE	PEM_USE	PIMPACT1	PVEH_SEV	PTOWED	PM_HARM	PVEH_SC1	PVEH_SC2	PFIRE
201218404041	3	20	2	6	3	72	13	2	0	6	21	55	12	6	2	0	14	443	20	1993	4M2DV11W1PDJ	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	8	1	12	0	0	0
201218404094	2	3	2	3	3	72	13	1	0	6	17	15	9	0	2	0	32	40	4	2006	WAUGL78E26A0	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	63	8	1	12	0	0	0
201218404236	2	45	2	4	2	72	13	1	0	6	10	41	14	0	2	0	12	481	31	2003	1FTSX31S33EA	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	83	8	1	12	0	0	0
201218404261	4	1	2	1	1	72	13	3	0	6	1	55	12	1	2	0	18	2	4	2000	1G4HR54KXYU1	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	82	8	1	12	0	0	0
201218404261	5	1	2	1	1	72	13	3	0	6	1	55	12	1	2	0	49	32	4	2007	2T1BR32E97C7	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	62	8	1	12	0	0	0
201218404262	2	1	2	1	1	72	13	1	0	6	21	30	14	0	2	0	12	880	67	2006	1FTWW32P96EB	0	77	777777777	77777777777	2	1	97	1	0	0	0	0	0	0	0	63	6	2	12	0	0	0
201218404309	2	20	2	6	1	72	13	1	0	6	17	40	14	0	2	0	37	402	14	2012	5J6RM4H70CL0	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	63	8	1	12	0	0	0
201218404329	2	20	2	6	1	72	13	1	0	6	2	5	14	0	2	0	49	32	4	1992	1NXAE91A5NZ3	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	9	8	1	12	0	0	0
201218404329	3	20	2	6	1	72	13	1	0	6	2	5	14	0	2	0	22	20	2	1999	1G2WR1219XF3	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	62	6	2	12	0	0	0
201218404329	4	20	2	6	1	72	13	1	0	6	2	5	14	0	2	0	49	45	4	2003	JTDAT1231303	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	63	6	2	14	0	0	0
201218404501	2	45	2	4	1	72	13	1	0	3	99	99	14	0	2	0	12	16	8	2008	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	1	0	6	8	4	12	0	0	0
201218404871	2	20	2	6	1	72	13	1	0	6	6	30	14	0	2	0	35	43	4	2007	3N1AB61E87L6	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	7	8	4	12	0	0	0
201218404876	2	1	2	2	1	72	13	1	0	6	9	5	14	0	2	0	37	403	14	2007	5J6YH27797L0	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	7	6	2	12	0	0	0
201218404912	2	45	2	4	1	72	13	1	0	6	10	20	14	0	2	0	37	32	4	2001	1HGCG16591A0	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	7	4	4	12	0	0	0
201218404958	2	45	2	4	1	72	13	1	0	6	99	99	14	0	2	0	12	16	4	2003	2FAFP71W63X2	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	5	0	7	4	4	12	0	0	0
201218404963	3	1	2	1	2	72	13	2	0	6	1	21	12	6	3	0	18	3	4	1993	1G4CU5319P16	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	1	8	1	12	0	0	0
201218405085	3	3	2	3	3	72	13	2	0	6	18	40	12	6	2	0	7	442	20	1995	2B4GH55R1SR1	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	11	8	4	12	0	0	0
201218405236	2	20	2	6	6	72	13	1	0	6	0	10	14	0	2	0	22	22	4	2007	1G2ZG58B2741	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	7	8	4	12	0	0	0
201218405236	3	20	2	6	6	72	13	1	0	6	0	10	14	0	2	0	12	17	4	2007	1FAFP56U57A1	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	7	8	1	12	0	0	0
201218405448	2	45	2	4	1	72	13	1	0	4	12	30	14	0	2	0	20	473	30	2005	1GCCS1480581	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	9	8	1	12	0	0	0
201218405582	2	45	2	4	3	72	13	1	0	3	13	30	14	0	2	0	55	41	2	2012	KMHHU6KH8CU0	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	62	8	1	12	0	0	0
201218405653	2	45	2	4	4	72	13	1	0	4	17	30	14	0	2	0	12	23	4	2010	3FADP0L30AR2	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	10	8	1	14	36	0	0
201218406026	2	3	2	3	6	72	13	1	0	6	8	40	14	0	2	0	55	33	4	2000	KMHWF25S2YA2	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	9	8	1	14	0	0	0
201218406026	3	3	2	3	6	72	13	1	0	6	8	40	14	0	2	0	12	443	20	2005	2FMZA506X5BA	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	8	1	12	0	0	0
201218406097	1	20	2	6	4	72	13	1	1	7	17	55	14	0	2	0	2	1	6	2009	1J4FT47B79D1	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	9	6	2	12	0	0	0
201218406264	2	45	2	4	3	72	13	1	0	6	12	56	14	0	2	0	37	421	15	2005	2HKYF18745H5	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	8	1	12	0	0	0
201218406388	2	1	2	1	1	72	13	1	0	6	20	30	14	0	2	0	55	33	4	2006	5NPEU46F86H0	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	9	6	2	12	0	0	0
201218406392	2	10	2	5	1	72	13	1	1	6	22	25	14	0	2	0	13	15	4	2009	1LNHM93R39G6	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	6	2	12	0	0	0
201218406392	3	10	2	5	1	72	13	1	0	6	22	25	14	0	2	0	20	481	31	2002	1GCEC14V12Z2	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	8	1	12	0	0	0
201218406647	2	45	2	4	1	72	13	1	0	4	99	99	14	0	2	0	52	46	4	2009	JA3AU86W99U0	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	63	8	1	12	0	0	0
201218406823	2	45	2	4	3	72	13	1	0	4	10	45	14	0	2	0	22	2	4	2005	1G2HZ54Y65U1	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	8	1	12	0	0	0
201218406913	2	45	2	4	3	72	13	1	0	4	7	0	14	0	2	0	37	32	4	2004	1HGCM66514A0	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	8	1	12	0	0	0
201218407018	2	45	2	4	4	72	13	1	0	4	2	0	14	0	2	0	18	20	4	1998	2G4WF5216W14	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	83	8	1	12	0	0	0
201218407146	2	2	2	2	7	72	13	1	0	7	7	22	14	0	2	0	82	881	63	2009	1FVACXBS19HA	0	77	777777777	77777777777	3	1	98	1	0	0	0	0	0	0	0	6	8	1	12	0	0	0
201218407221	2	1	2	1	6	72	13	1	0	7	11	8	14	0	2	0	18	20	2	1989	2G4WD14W9K14	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	63	8	1	12	0	0	0
201218407221	3	1	2	1	6	72	13	1	0	7	11	8	14	0	2	0	20	37	4	2008	1G1ZH57B2842	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	61	6	2	14	0	0	0
201218407221	4	1	2	1	6	72	13	1	0	7	11	8	14	0	2	0	58	37	2	2007	JNKCV54E37M9	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	8	1	14	0	0	0
201218407261	2	20	2	6	6	72	13	1	0	7	4	53	14	0	2	0	35	47	4	2008	1N4AL21E48N5	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	63	4	1	12	0	0	0
201218407334	2	45	2	4	6	72	13	1	0	7	1	16	14	0	2	0	6	52	6	2001	3C4FY4BB11T3	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	63	8	1	14	0	0	0
201218407337	4	1	2	2	4	72	13	3	0	7	9	40	12	7	2	0	20	16	4	2002	1G1JH52F2272	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	63	8	1	12	0	0	0
201218407613	2	45	2	4	2	72	13	1	0	7	12	30	14	0	2	0	59	31	4	1994	JT8GK13T9R00	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	83	8	1	12	0	0	0
201218407653	2	1	2	1	1	72	13	1	0	7	11	34	14	0	2	0	7	482	31	2005	1D7HA16N95J5	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	62	6	2	12	0	0	0
201218407655	3	10	2	5	1	72	13	2	0	7	16	20	12	6	2	0	22	18	4	2004	1G2NF52E64M5	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	62	6	2	12	0	0	0
201218407655	4	10	2	5	1	72	13	2	0	7	16	20	12	6	2	0	7	41	4	1997	3B3HD46FXVH7	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	8	1	14	0	0	0
201218407697	3	20	2	6	1	72	13	3	0	7	11	40	12	1	2	0	18	7	4	2004	2G4WS52J3411	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	63	8	1	12	0	0	0
201218407744	2	45	2	4	1	72	13	1	0	7	4	0	14	0	2	0	49	402	14	2009	2T3ZF33V89W0	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	6	2	12	0	0	0
201218407789	2	45	2	4	1	72	13	1	0	7	11	45	14	0	2	0	20	24	6	2011	1GNKVGED3BJ3	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	61	8	1	12	0	0	0
201218407951	2	45	2	4	1	72	13	1	0	7	3	25	14	0	2	0	49	422	15	2003	5TDBT48A63S2	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	83	8	1	12	0	0	0
201218407996	1	45	2	4	1	72	13	1	0	7	8	30	14	0	2	0	20	404	14	2007	2CNDL13FX762	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	8	3	12	0	0	0
201218408030	2	20	2	6	2	72	13	1	1	7	20	25	14	0	2	0	98	981	52	2007	5FYD4FS107B0	0	77	777777777	77777777777	3	21	22	1	0	0	0	0	6	0	0	63	8	1	12	0	0	0
201218408132	3	1	2	2	3	72	13	2	0	7	8	50	12	6	3	0	20	421	15	2004	1GNFK16T44J2	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	63	8	1	14	0	0	0
201218408303	3	1	2	1	6	72	13	2	0	7	22	58	12	2	3	0	20	421	15	2001	1GNEK13T21J2	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	83	8	1	12	0	0	0
201218408400	3	2	2	1	7	72	13	2	0	7	14	21	12	1	3	0	35	43	4	2004	3N1CB51D14L4	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	3	6	2	12	0	0	0
201218408606	3	1	2	1	6	72	13	2	0	7	16	19	12	2	2	1	55	399	9	9999	999999999999	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	8	1	12	0	0	0
201218408606	4	1	2	1	6	72	13	2	0	7	16	19	12	2	2	0	22	20	4	1996	1G2WJ52M0TF2	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	8	1	12	0	0	0
201218408607	3	10	2	5	6	72	13	2	0	7	1	25	12	1	2	0	12	401	14	2001	1FMYU70E81UA	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	11	6	2	12	0	0	0
201218408607	4	10	2	5	6	72	13	2	0	7	1	25	12	1	2	0	7	442	20	1997	2B4GP44R4VR3	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	8	1	12	0	0	0
201218408702	2	20	2	6	3	72	13	1	0	7	2	0	14	0	2	0	24	1	4	2000	1G8ZH5284YZ2	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	7	6	2	12	0	0	0
201218408810	1	3	2	3	1	72	13	1	3	7	15	50	14	0	2	0	14	6	4	2005	2MEFM75W85X6	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	9	8	1	12	0	0	0
201218408835	3	1	2	1	1	72	13	2	0	1	6	15	12	2	2	0	12	481	31	1997	1FTDX1769VKB	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	61	8	1	12	0	0	0
201218409124	2	3	2	3	2	72	13	1	0	1	3	5	14	0	2	0	59	401	14	2000	JT6HF10U4Y01	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	8	1	12	0	0	0
201218409148	2	45	2	4	2	72	13	1	1	1	14	35	14	0	2	0	82	981	50	2011	4UZABRDU9BCA	0	77	777777777	77777777777	3	21	22	1	0	0	0	0	1	2	0	5	8	1	12	0	0	0
201218409246	2	20	2	6	3	72	13	1	0	1	1	44	14	0	2	0	6	51	4	2005	2C3AA63H85H1	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	8	1	12	0	0	0
201218409374	2	20	2	6	1	72	13	1	0	1	3	0	14	0	2	0	24	7	4	2005	1G8AJ52FX5Z1	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	8	1	12	0	0	0
201218409453	2	45	2	4	4	72	13	1	0	1	99	99	14	0	2	0	41	47	4	1998	JM1TA2218W14	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	7	8	1	12	0	0	0
201218409482	2	45	2	4	1	72	13	1	0	1	8	5	14	0	2	0	20	401	14	1998	1GNDT13W5W21	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	7	8	1	12	0	0	0
201218409802	2	20	2	6	6	72	13	1	0	1	0	52	14	0	2	0	7	402	14	2000	1B4HS28N9YF2	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	61	8	1	12	0	0	0
201218409802	3	20	2	6	6	72	13	1	0	1	0	52	14	0	2	0	49	44	2	2004	4T1CA30P84U0	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	62	8	1	12	0	0	0
201218409898	2	45	2	4	2	72	13	1	0	1	7	35	14	0	2	0	63	32	4	2009	KNADE2237964	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	9	8	1	12	0	0	0
201218410154	2	45	2	4	3	72	13	1	1	1	14	30	14	0	2	0	12	461	21	2011	1FTNE2EL9BDA	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	10	8	1	12	0	0	0
201218410199	2	45	2	4	3	72	13	1	0	4	16	10	14	0	2	0	18	2	4	2002	1G4HP54K22U2	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	11	8	1	12	0	0	0
201218410260	2	45	2	4	4	72	13	1	0	1	12	30	14	0	2	0	35	43	4	2007	3N1AB61E07L6	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	8	1	12	0	0	0
201218410368	2	10	2	5	6	72	13	1	0	1	0	15	14	0	2	0	12	17	4	1993	1FACP5249PG1	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	11	6	2	12	0	0	0
201218410368	3	10	2	5	6	72	13	1	0	1	0	15	14	0	2	0	7	26	4	2012	1C3CDZAB1CN1	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	8	1	12	0	0	0
201218410389	2	20	2	6	6	72	13	1	2	1	9	0	14	0	2	0	20	443	20	2003	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	6	2	12	0	0	0
201218410603	2	45	2	4	1	72	13	1	0	1	13	0	14	0	2	0	59	35	4	2008	JTHCK2623850	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	8	1	12	0	0	0
201218410748	2	1	2	1	1	72	13	1	0	2	0	25	14	0	2	0	35	471	30	1988	1N6ND16Y0JC3	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	8	1	12	0	0	0
201218410748	3	1	2	1	1	72	13	1	0	2	0	25	14	0	2	0	62	421	15	2011	SALSK2D49BA7	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	8	1	12	0	0	0
201218410748	4	1	2	1	1	72	13	1	0	2	0	25	14	0	2	0	49	32	4	2011	2T1BU4EE7BC7	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	8	1	12	0	0	0
201218410748	5	1	2	1	1	72	13	1	1	2	0	25	14	0	2	0	13	1	4	2007	1LNHM84W77Y6	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	6	2	12	0	0	0
201218410748	6	1	2	1	1	72	13	1	0	2	0	25	14	0	2	0	34	37	4	2001	WBAGH83411DP	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	8	1	12	0	0	0
201218410748	7	1	2	1	1	72	13	1	0	2	0	25	14	0	2	0	7	442	20	2006	1D4GP45R26B6	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	7	8	1	12	0	0	0
201218410986	3	20	2	6	4	72	13	2	0	2	17	44	12	6	2	0	35	402	14	2005	5N1AN08U45C6	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	5	8	1	12	0	0	0
201218411001	2	45	2	4	4	72	13	1	0	2	8	0	14	0	2	0	18	22	4	2007	2G4WE5876711	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	99	8	1	12	0	0	0
201218411638	2	45	2	4	4	72	13	1	0	4	0	30	14	0	2	0	6	43	2	2002	4C3AG52H52E0	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	7	8	1	12	0	0	0
201218411638	3	45	2	4	4	72	13	1	0	4	0	30	14	0	2	0	51	401	14	2008	YV4CZ9829814	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	7	8	1	12	0	0	0
201218411638	4	45	2	4	4	72	13	1	0	4	0	30	14	0	2	0	49	403	14	2011	5TDBK3EH8BS0	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	81	8	1	12	0	0	0
201218412009	2	45	2	4	2	72	13	1	0	4	16	45	14	0	2	0	18	2	4	1994	1G4HP52L3RH5	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	9	8	1	12	0	0	0
201218412095	3	1	2	2	6	72	13	2	0	2	7	55	12	6	2	0	49	42	2	1993	JT2EL45U3P01	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	98	6	2	12	0	0	0
201218412095	4	1	2	2	6	72	13	2	0	2	7	55	12	6	2	0	2	404	14	2003	1J8GW58N23C5	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	8	1	12	0	0	0
201218412269	2	45	2	4	6	72	13	1	0	4	16	10	14	0	2	0	37	32	4	1995	1HGCD5667SA0	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	8	1	12	0	0	0
201218412689	2	45	2	4	2	72	13	1	0	2	10	50	14	0	2	0	35	47	4	2012	1N4AL2APXCC1	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	62	8	1	12	0	0	0
201218412798	2	20	2	6	1	72	13	1	0	2	15	15	14	0	2	0	13	5	4	2001	1LNHM97V21Y6	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	8	1	12	0	0	0
201218412798	3	20	2	6	1	72	13	1	0	2	15	15	14	0	2	0	12	37	4	2012	1FAHP3F21CL1	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	8	1	12	0	0	0
201218413003	2	1	2	2	1	72	13	1	1	2	23	49	45	0	4	0	98	809	63	2006	49HAADBV26DW	0	88	888888888	88888888888	3	2	98	1	0	0	0	0	0	0	0	6	8	1	12	42	0	0
201218413182	2	45	2	4	2	72	13	1	0	2	12	30	14	0	2	0	6	51	4	2009	2C3LA63T89H5	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	82	8	1	12	0	0	0
201218413216	2	1	2	1	3	72	13	1	0	2	19	51	14	0	2	0	41	402	14	2005	4F2CZ94185KM	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	63	6	2	12	0	0	0
201218413218	1	1	2	2	3	72	13	1	1	2	6	55	45	0	4	0	82	881	63	2012	1FVHC3BS8CHB	0	77	777777777	77777777777	3	2	98	1	0	0	0	0	0	0	0	62	8	1	12	42	0	0
201218413257	2	45	2	4	3	72	13	1	0	2	21	0	14	0	2	0	59	31	4	2007	JTHBJ46G3720	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	3	8	1	12	0	0	0
201218413628	2	45	2	4	1	72	13	1	0	5	17	0	14	0	2	0	49	40	2	1994	4T1SK12C9RU4	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	62	8	1	12	0	0	0
201218413628	3	45	2	4	1	72	13	1	0	5	17	0	14	0	2	0	21	3	4	1983	1G3AX69Y4DM8	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	63	8	1	12	0	0	0
201218413803	2	45	2	4	3	72	13	1	0	5	12	40	14	0	2	0	6	51	4	2005	2C3JA53G55H6	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	63	8	1	14	0	0	0
201218414983	2	45	2	4	2	72	13	1	0	5	8	30	14	0	2	0	85	882	61	2010	JL6CCD1S5AK0	0	77	777777777	77777777777	2	1	98	1	0	0	0	0	0	0	0	5	4	4	12	0	0	0
201218415053	2	45	2	4	3	72	13	1	0	5	8	0	14	0	2	0	41	51	5	2007	JM1BK34L0717	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	1	2	4	12	0	0	0
201218415316	2	20	2	6	1	72	13	1	0	5	14	0	14	0	2	0	54	421	15	2004	2HNYD18994H5	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	83	8	1	12	0	0	0
201218415412	2	45	2	4	1	72	13	1	0	5	16	0	14	0	2	0	52	47	6	2005	JA4LZ81F15U0	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	62	8	1	12	0	0	0
201218415896	2	3	2	3	4	72	13	1	0	5	12	32	14	0	2	0	32	43	4	2011	WAUDFAFL4BN0	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	8	1	12	0	0	0
201218415925	2	45	2	4	4	72	13	1	0	5	18	30	14	0	2	0	51	46	4	2008	YV1MS3829823	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	9	8	1	14	0	0	0
201218416500	2	3	2	3	3	72	13	1	0	6	17	38	9	0	2	0	49	40	4	2009	4T1BE46K19U9	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	62	8	1	12	0	0	0
201218416506	2	45	2	4	3	72	13	1	1	6	15	20	14	0	2	0	49	40	4	2011	4T4BF3EK4BR0	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	62	8	1	12	0	0	0
201218416551	2	45	2	4	3	72	13	1	0	6	0	10	14	0	2	0	7	26	4	2010	1B3CC5FB6AN2	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	8	1	12	0	0	0
201218417082	2	45	2	4	2	72	13	1	0	2	18	52	14	0	2	0	21	21	2	2003	1G3NF12E13C1	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	62	8	1	12	0	0	0
201218417130	2	45	2	4	3	72	13	1	0	2	6	55	14	0	2	0	24	3	6	1995	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	8	1	12	0	0	0
201218417312	1	45	2	4	4	72	13	1	1	2	19	30	14	0	2	0	23	8	6	2011	1GKKVRED4BJ2	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	9	8	1	12	0	0	0
201218418015	2	45	2	4	6	72	13	1	0	6	13	15	14	0	2	0	23	441	20	1995	1GKDM19W3SB5	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	62	8	1	12	0	0	0
201218418150	2	45	2	4	1	72	13	1	0	7	12	30	14	0	2	0	37	31	4	2004	2HGES16304H6	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	98	8	4	12	0	0	0
201218418219	2	45	2	4	2	72	13	1	0	7	99	99	14	0	2	0	12	401	14	2004	1FMZU74W64UA	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	9	8	4	12	0	0	0
201218418573	2	20	2	6	2	72	13	1	0	6	22	39	14	0	2	0	12	402	14	2002	1FMYU01152KD	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	8	4	12	0	0	0
201218418792	2	45	2	4	6	72	13	1	0	7	99	99	14	0	2	0	37	32	2	2009	1HGCS12829A0	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	11	8	4	12	0	0	0
201218419400	2	45	2	4	2	72	13	1	0	7	0	1	14	0	2	0	20	37	4	2011	1G1ZB5E1XBF1	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	81	8	1	12	0	0	0
201218419729	2	45	2	4	1	72	13	1	0	7	0	22	14	0	2	0	53	405	14	2007	2S3DA4178761	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	81	8	1	12	0	0	0
201218419995	2	45	2	4	6	72	13	1	0	7	99	99	14	0	2	0	63	37	6	2011	KNDJT2A21B72	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	7	8	1	12	0	0	0
201218420238	2	20	2	6	3	72	13	1	0	7	0	26	14	0	2	0	23	421	15	1999	1GKEK13R3XJ7	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	62	8	1	12	0	0	0
201218420238	3	20	2	6	3	72	13	1	0	7	0	26	14	0	2	0	37	31	4	1998	2HGEJ6523WH6	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	63	8	1	12	0	0	0
201218420380	2	1	2	1	2	72	13	1	0	9	1	19	30	0	3	0	20	2	4	2001	2G1WH55K6191	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	6	2	12	0	0	0
201218420380	3	1	2	1	2	72	13	1	0	9	1	19	30	0	3	0	20	401	14	1999	1GNDT13W5X21	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	6	2	12	0	0	0
201218420528	2	45	2	4	3	72	13	1	0	8	12	0	14	0	2	0	19	431	16	2003	3GYEK63N03G1	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	62	8	1	12	0	0	0
201218420564	2	10	2	5	2	72	13	1	0	9	2	24	14	0	2	0	6	43	4	2007	1C3LC66K17N5	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	8	1	12	0	0	0
